Time,Machine_ID,Temperature,Vibration,Pressure,Humidity,Voltage,Rotation_Speed,Health_Index,RUL,Failure,Failure_Soon
2023-01-01 00:00:00,1,58.50708784669909,20.423846998951063,95.69800900341586,43.031545854419576,219.40163106359952,1494.4684490901875,0.9965018395246106,250,0,0
2023-01-01 01:00:00,1,60.67453233308921,18.273673110786298,91.79943547556606,38.31313741227708,218.95600998709156,1502.6439310447686,0.9937682214851968,249,0,0
2023-01-01 02:00:00,1,59.41500215288609,18.14239005719208,94.11706436250927,41.79316140073782,222.51248624549308,1503.1903016500805,0.990599642891056,248,0,0
2023-01-01 03:00:00,1,58.85281757185775,20.723282781140394,94.26216897055535,39.12491875062017,219.34036259397146,1517.5958891443036,0.988413841240176,247,0,0
2023-01-01 04:00:00,1,59.90324237919643,20.41670148865597,95.1040715603042,41.16804673976837,218.66450932758133,1509.7939777076404,0.9859256883007969,246,0,0
2023-01-01 05:00:00,1,58.915450115848074,20.741498749386558,97.2031165113474,40.51410484356991,219.79357879869218,1495.536596341394,0.9818454162160856,245,0,0
2023-01-01 06:00:00,1,62.24601527238414,20.11313712661721,93.1750155229842,37.35822620185868,218.76090123060507,1499.6075453908666,0.9782907070573277,244,0,0
2023-01-01 07:00:00,1,60.33052104282549,21.419218714811525,98.13872227961944,42.79384035734859,219.02619207244894,1494.7544297722327,0.9730819191343115,243,0,0
2023-01-01 08:00:00,1,59.356294794138314,22.070761812860546,95.93935554022632,38.768850073941096,221.01786387185473,1488.428281039908,0.9676295054308092,242,0,0
2023-01-01 09:00:00,1,61.73802104036009,22.111154631530376,97.20010102827975,38.06464073618463,220.17679198323538,1512.4267077082907,0.9630792755453883,241,0,0
2023-01-01 10:00:00,1,67.15867403916151,20.339746990165523,95.8829069469468,39.81740773757576,218.37122657553644,1507.0645487194397,0.95799540682557,240,0,0
2023-01-01 11:00:00,1,61.97243596519817,21.73827884968441,99.79734312704659,38.44518934517906,218.9613120174114,1491.2993194890275,0.9539611240609113,239,0,0
2023-01-01 12:00:00,1,63.340055824710156,22.710916649385798,97.58454040205092,40.943538687589516,221.11307380080748,1497.6149196156716,0.948242333451541,238,0,0
2023-01-01 13:00:00,1,61.81402194659162,21.392598805846823,96.50946496366181,35.60945515560364,220.0094101183238,1498.0231901819468,0.942657968251847,237,0,0
2023-01-01 14:00:00,1,58.98572794216868,22.1266131519971,96.58376070765053,39.13258943059017,220.15608712518213,1493.589803694867,0.9406301597297222,236,0,0
2023-01-01 15:00:00,1,65.96241145173384,22.054457372782664,98.02160686137996,39.7766622527015,217.76791552470914,1494.721849085639,0.9373373480016391,235,0,0
2023-01-01 16:00:00,1,63.44362222261804,21.541451138728107,96.31371595416188,40.01181191329421,220.14874402955417,1492.1455524345413,0.9341979860241293,234,0,0
2023-01-01 17:00:00,1,63.38594542236906,20.894129808536626,100.03605609057159,42.25579909806032,220.44723063935035,1485.4053045289697,0.9312397384614615,233,0,0
2023-01-01 18:00:00,1,65.71937766228805,23.55926757557437,96.12797412571709,40.230684845753714,219.1454105474496,1503.4531145578662,0.9277686059305844,232,0,0
2023-01-01 19:00:00,1,63.89835045318222,21.745848389214252,94.89777186230833,40.205688924418084,218.56280894571884,1498.7377268574705,0.925022531888985,231,0,0
2023-01-01 20:00:00,1,64.91788327711384,22.231299195039682,97.41311996458376,37.343462878513456,219.24454887891469,1499.1819204602657,0.9202587809365751,230,0,0
2023-01-01 21:00:00,1,64.56024766428428,23.838577411709277,95.16027974078,40.55390157559691,219.8379770180106,1501.0677362979682,0.9156188447524384,229,0,0
2023-01-01 22:00:00,1,66.33595894198456,21.76497207630314,99.74477266749255,43.65121239094033,219.78760189744008,1501.4550323728258,0.9122627255882436,228,0,0
2023-01-01 23:00:00,1,64.92831184085917,21.97887046052032,102.32251152701843,41.42149876273536,218.35982618970624,1499.3836110768805,0.910225937381777,227,0,0
2023-01-02 00:00:00,1,63.604369838184766,21.708255331987864,100.3248659000061,43.80516856721171,219.9513723465384,1501.835533489331,0.9053772204963869,226,0,0
2023-01-02 01:00:00,1,64.57671852184345,22.213144253151157,97.17681169742715,37.55256914510368,219.42841822100112,1495.49983863481,0.9011039860830451,225,0,0
2023-01-02 02:00:00,1,67.03728296291311,23.671886007821897,104.64741232363002,40.28129629045584,218.07127373213012,1491.2975674280387,0.8955357998623366,224,0,0
